s0,x1(0),x2(0),x1*,x2*,y*,function_calls
0.1,-0.11648965814417012,0.5249460713185363,-8.4716504254276e-09,0.7747155260872185,0.6198371946928998,386
0.1,-0.8011630826875162,-0.31518362258908983,-0.7747156720698689,2.38709106297168e-06,0.6198371948733268,230
0.1,0.01091473554054656,0.6778074295130134,8.495540546558554e-06,0.7747157040719893,0.6198371969900447,86
0.1,-0.5976564364997523,0.428152005142584,-0.7747157139565541,0.7747157092108913,1.2396743893836708,346
0.1,-0.053870596272758586,-0.5673404059860969,-1.29637561792836e-09,-0.7747207084586626,0.6198371954721096,330
0.1,-0.6737783454670561,-0.7869159585938599,-0.7747157098453714,-0.7747157054018927,1.239674389383671,394
0.1,-0.9976182956068447,-0.23396208026388798,-0.7747157069415649,-2.6329667158977716e-09,0.619837194691836,402
0.1,0.0783698992401356,0.647851257152025,1.9766816308060985e-09,0.774715712599251,0.6198371946918355,294
0.1,0.40276496925116767,-0.6131307067641734,0.7747157218389438,-0.7747157194394012,1.2396743893836768,302
0.1,-0.3041136094028223,-0.06029569652371358,-2.542022264846564e-09,-8.2036835897313e-08,2.1449508835758024e-13,250
0.1,0.456331304250164,0.24448844635208444,0.774715709466651,1.0850393107552296e-09,0.6198371946918353,282
0.1,0.15268103193203775,0.01042049760064212,-7.585766796228179e-05,-2.9438897506831043e-06,1.835100660319e-07,130
0.1,0.7498685986643576,-0.6020603980713419,0.7747157072693102,-0.7747164115776827,1.2396743893990239,302
0.1,0.02728988292943657,0.7478819402460541,1.4348072576590662e-10,0.7747157540672659,0.6198371946918946,310
0.1,0.2361459195857729,0.2862807349987986,2.2141053437545693e-09,2.643893533961112e-09,4.440892098500626e-16,434
0.1,0.8232654345714554,0.06285896671753033,0.7747157098752071,-7.456034318253962e-08,0.6198371946920123,298
0.1,-0.7647333486504007,-0.5246394675092592,-0.7747157128395846,-9.025670638162284e-09,0.6198371946918382,246
0.1,-0.014823167899724599,-0.9910656027653943,1.002754057572095e-10,-0.7746183974258573,0.6198374904804118,210
0.1,0.12378239386234302,0.17600685766175572,-6.137656996329328e-09,-6.060582932583628e-06,1.16959775198211e-09,134
0.1,0.05404670297354808,-0.18803779444239632,8.083512598079219e-10,-2.2182166575866164e-07,1.566746732351021e-12,242
0.1,0.122414785533695,-0.9448151103857132,-1.5171696537843872e-09,-0.7747157094817075,0.6198371946918355,262
0.1,-0.12808392977468475,0.5277860834791634,-4.0440481377431646e-09,0.7747157072547605,0.619837194691836,282
0.1,-0.45147658902091936,0.12984717841792115,-2.0271734337143097e-09,-1.6072518222582186e-08,8.43769498715119e-15,382
0.1,-0.8225925588603944,0.7517516745957833,-0.7747156098729122,0.7747156127506327,1.2396743893842852,294
0.1,-0.2349293721424961,-0.25980040761548673,6.038623904431325e-09,7.582409282549828e-07,1.830846585448853e-11,250
0.1,0.9471491656245117,-0.225469268265289,0.7747157115932131,-6.151990104758521e-08,0.6198371946919559,382
0.1,-0.26507802533197466,-0.09585247964177834,8.151929139285138e-09,-2.8260923161653177e-08,2.7533531010703882e-14,230
0.1,0.7806971154784204,-0.22569965765820443,0.7747157083975568,-1.1739527557144344e-07,0.6198371946922743,314
0.1,0.89420346829078,0.9356701937316958,0.7747157093035687,0.7747157092551169,1.2396743893836706,374
0.1,-0.6365856509731185,-0.47433008767427287,-0.7747157073973137,-2.8048396923221173e-09,0.6198371946918357,322
0.1,-0.2544757332234946,0.4469870268866363,-8.310176659011544e-08,0.7747152716325547,0.6198371946980714,170
0.1,-0.8998939058862443,-0.7772386957538935,-0.7738987058862442,-0.7747158471640696,1.239695230798803,102
0.1,-0.2655015072297795,-0.022309636329706173,2.6047267506988375e-09,3.4493097990200804e-07,3.788747093835809e-12,334
0.1,-0.4795193573137093,-0.7399666935609219,-0.7758393573137095,-0.773031709368922,1.2398023548757249,66
0.1,-0.21500833792285468,0.6067152477858853,-6.961866204929406e-08,0.7747155036056417,0.6198371946933268,274
0.1,-0.6181336697380901,0.7852588921423889,-0.77471573165058,0.7747156426582547,1.2396743893838282,242
0.1,-0.6911827177755256,-0.8350807215789251,-0.7747157055596537,-0.7747157029647347,1.2396743893836728,342
0.1,-0.4363828622090806,0.3205238499675549,-9.019958180576641e-10,2.302655511980727e-09,0.0,394
0.1,-0.49368862188520213,0.07173705913458228,-0.7747157172858139,-9.785539271020776e-08,0.6198371946921415,322
0.1,0.32200737763711595,0.807046009040582,1.0923771927103847e-08,0.7747157241495645,0.6198371946918448,238
0.1,-0.8601631991157364,0.6533516413719436,-0.7747173066756725,0.7747156626626553,1.2396743894633255,174
0.1,0.6484035677859601,-0.5358073944056807,0.7747157107512159,-1.4867825752638413e-07,0.6198371946925392,346
0.1,-0.41009174756441036,-0.7444485884105638,1.3981230137266407e-09,-0.7747157102216327,0.6198371946918353,278
0.1,-0.9831478672253071,-0.043869416380823756,-0.7747157095882895,-1.223157019449983e-07,0.6198371946923116,266
0.1,0.6013432717634086,0.8241625293724082,0.774715712422967,0.774715852642374,1.2396743893843016,186
0.1,0.490229332034974,-0.9022796169131155,0.7747157084394766,-0.7747157113713119,1.2396743893836706,386
0.1,-0.46049562757127527,0.07804612873644401,-9.175202749013505e-10,-8.199691354943517e-10,0.0,362
0.1,0.682472502283584,0.9691876001823927,0.7747157118962249,0.7747158499437657,1.239674389384278,262
0.1,-0.28325045856502884,-0.28267216014851515,-1.0627578023162815e-08,7.372767087604847e-07,1.731237375679484e-11,354
0.1,0.5613018658655875,-0.5805532116021399,0.7747157102218615,2.939261614234135e-06,0.619837194966931,422
0.1,-0.9896051371872028,-0.4310386571613094,-0.7747157141344044,-1.4511713863950594e-07,0.6198371946925061,258
0.1,-0.4148234977068088,-0.36684688078427463,-2.7150023565674503e-09,6.976481462578466e-08,1.5520917884259688e-13,330
0.1,-0.798582239860919,0.21330262271596956,-0.7747157087476608,-6.4076719199572475e-09,0.6198371946918364,418
0.1,-0.26157488968434883,-0.16174406166518418,-4.990688233568992e-10,-2.4418931073669304e-09,2.220446049250313e-16,290
0.1,0.5559621534223502,0.758493552843523,0.7747156991364238,0.7747155490209592,1.2396743893844893,198
0.1,0.030336584836875513,0.14382677571392666,6.1990515041342285e-09,8.283899515566997e-09,3.552713678800501e-15,202
0.1,0.26405451574189764,0.9417983518091291,2.735970819000325e-09,0.7747157127035135,0.6198371946918357,378
0.1,0.6403002245988003,-0.971505547801315,0.7747169032806049,-0.7747205487044114,1.2396743901593021,206
0.1,-0.10601396546060582,0.4655357990094675,-1.5860005237930755e-10,0.7747150266056496,0.6198371947064447,302
0.1,-0.15291928503723629,-0.3570901864505456,2.283831238944663e-09,-1.2802364223985028e-07,5.220268661787486e-13,246
0.1,0.9349154122574992,-0.5384286282410695,0.7747157101803868,-3.3983749228718157e-09,0.6198371946918355,314
0.1,-0.479273618085547,0.03951855216873512,-0.7747157076116079,4.560432500529609e-11,0.6198371946918355,322
0.1,-0.15025931878581922,0.2692916610950429,1.0645642779576138e-08,-6.704176238457263e-09,4.884981308350689e-15,286
0.1,-0.054163856147518175,0.24639533473046105,-9.578268456522266e-10,4.537962284560062e-09,6.661338147750939e-16,286
0.1,-0.7369601686046596,0.7651215720267004,-0.7747157102520214,0.7747157227943651,1.239674389383675,290
0.1,0.8842147882782503,-0.6335389070929485,0.7747157177434187,-0.7747157164923941,1.239674389383673,294
