;hj_a;hj_w;rc_a;rc_w
155;3.1415926439788118;1.4619005382376884e-08;3.1415926439806086;1.4614674110755878e-08
156;3.1415926447587954;1.496581797911482e-08;3.141592644760482;1.496150710949183e-08
157;3.141592646024205;1.4276883026323447e-08;3.141592646025494;1.4273376084478347e-08
158;3.1415926472344444;1.3766147450761501e-08;3.141592647235438;1.3763106258124727e-08
159;3.1415926486063945;1.2720949791055154e-08;3.141592648607117;1.27183353654667e-08
160;3.1415926500584925;1.1187704333664074e-08;3.141592650058986;1.1185445593317182e-08
161;3.141592651509177;9.212825365047884e-09;3.1415926515094994;9.210819128489047e-09
162;3.141592652897525;6.9665876805166025e-09;3.1415926528977667;6.965048855661938e-09
163;3.141592654210466;4.906423770075285e-09;3.1415926542105455;4.9052820621123524e-09
164;3.141592655333403;2.880504653281502e-09;3.1415926553333366;2.8797222569402025e-09
165;3.141592656193885;9.89924888683857e-10;3.141592656193691;9.894520058396508e-10
166;3.1415926567194634;-6.642209651692507e-10;3.1415926567191597;-6.644461254953456e-10
167;3.1415926570119943;-2.1045840391026397e-09;3.1415926570118353;-2.104771958181818e-09
168;3.1415926573230313;-3.4600872099007495e-09;3.141592657322873;-3.460121504961292e-09
169;3.141592657414753;-4.512235292379921e-09;3.141592657414599;-4.512143359802658e-09
170;3.1415926572678754;-5.197677764934591e-09;3.141592657267721;-5.197484209820643e-09
171;3.1415926568631147;-5.45306410595926e-09;3.1415926568629486;-5.45279074213004e-09
172;3.141592656493977;-5.733791554848637e-09;3.141592656494119;-5.733957513313518e-09
173;3.141592656360771;-6.340691332889211e-09;3.1415926563611105;-6.341073897021549e-09
174;3.1415926561874845;-6.784644014471836e-09;3.1415926561880267;-6.785266470420109e-09
175;3.141592655984515;-7.051522889328751e-09;3.141592655985258;-7.052400499421822e-09
176;3.1415926557622584;-7.127201247192217e-09;3.1415926557631932;-7.128341249939338e-09
177;3.1415926555311118;-6.997552377794474e-09;3.1415926555322224;-6.998953987885284e-09
178;3.141592655301471;-6.648449570867758e-09;3.141592655302736;-6.650103979172282e-09
179;3.1415926550837336;-6.065766116144313e-09;3.1415926550851223;-6.067656489712962e-09
180;3.1415926548298865;-5.6268337951008645e-09;3.141592654831428;-5.628757914176493e-09
181;3.141592654551283;-5.311113408769109e-09;3.1415926545529325;-5.313307628035748e-09
182;3.1415926542793438;-4.963577112973868e-09;3.1415926542810713;-4.966028576490313e-09
183;3.14159265402062;-4.5958685236979045e-09;3.1415926540223906;-4.598558277017259e-09
184;3.141592653781663;-4.21963125692402e-09;3.141592653783438;-4.222534247093693e-09
185;3.141592653569025;-3.8465089286350144e-09;3.14159265357076;-3.849594004196723e-09
186;3.1415926533892558;-3.4881451548136505e-09;3.1415926533909033;-3.491375065803419e-09
187;3.1415926532489085;-3.1561835514427395e-09;3.1415926532504153;-3.1595149493909e-09
188;3.1415926530680913;-2.7318338234093913e-09;3.141592653069614;-2.7354039688412544e-09
189;3.141592652889633;-2.281478837143714e-09;3.141592652891058;-2.285073907764561e-09
190;3.1415926527287805;-1.8298826480007805e-09;3.141592652730084;-1.8334405809662892e-09
191;3.1415926525877924;-1.3822114535318955e-09;3.1415926525889506;-1.385663758303715e-09
192;3.1415926524689275;-9.43631451288413e-10;3.1415926524699165;-9.469032096341634e-10
193;3.1415926523744444;-5.193088388216859e-10;3.1415926523752393;-5.223187048149592e-10
194;3.1415926523066013;-1.1440981368302065e-10;3.141592652307178;-1.1707001370338178e-10
195;3.141592652266808;2.6533140990785087e-10;3.141592652267196;2.631425986185817e-10
196;3.1415926522282778;5.953372463290911e-10;3.1415926522285007;5.934208833427358e-10
197;3.141592652212153;8.830618294735242e-10;3.141592652212218;8.814248341766178e-10
198;3.1415926522194475;1.1225071322620376e-09;3.141592652219366;1.1211514152219164e-09
199;3.1415926522511755;1.3076751276155446e-09;3.141592652250961;1.3065975905803483e-09
200;3.141592652308351;1.4325677884549276e-09;3.1415926523080207;1.4317603243535976e-09
201;3.1415926523919877;1.4911870877010913e-09;3.1415926523915627;1.4906365806433716e-09
202;3.1415926525031;1.4775349982749261e-09;3.1415926525026037;1.4772233235513625e-09
203;3.14159265260579;1.5039173591468392e-09;3.141592652605804;1.5018363199346132e-09
204;3.141592652593417;1.909366414634848e-09;3.1415926525937836;1.9052673809320505e-09
205;3.1415926525886126;2.298098883880341e-09;3.141592652589332;2.2919260472989963e-09
206;3.1415926525914366;2.6671793780076656e-09;3.1415926525925073;2.658881204081272e-09
207;3.141592652601947;3.0136725081411153e-09;3.141592652603366;3.003201736324664e-09
208;3.1415926526202016;3.3346428854049888e-09;3.141592652621965;3.32195652907495e-09
209;3.14159265264626;3.62715512092362e-09;3.141592652648362;3.612214467377952e-09
210;3.1415926526801794;3.888273825821301e-09;3.141592652682614;3.871044436279443e-09
211;3.1415926527220193;4.115063611222362e-09;3.141592652724777;4.095515320825234e-09
212;3.141592652771837;4.304589088251102e-09;3.14159265277491;4.282696006061115e-09
213;3.1415926528296927;4.453914868031831e-09;3.141592652833068;4.429655377032874e-09
214;3.1415926528956435;4.560105561688865e-09;3.14159265289931;4.533462318786316e-09
215;3.1415926529697478;4.620225780346513e-09;3.141592652973692;4.59118571636723e-09
216;3.1415926530520646;4.631340135129089e-09;3.1415926530562714;4.599894454821414e-09
217;3.141592653142652;4.590513237160899e-09;3.1415926531471055;4.556657419194662e-09
218;3.141592653241569;4.494809697566261e-09;3.141592653246251;4.458543494532772e-09
219;3.1415926533488734;4.341294127469478e-09;3.1415926533537655;4.302621565881532e-09
220;3.141592653464624;4.1270311379948725e-09;3.1415926534697056;4.085960518286748e-09
221;3.141592653588879;3.849085340266741e-09;3.1415926535941288;3.805629236794202e-09
222;3.1415926537216974;3.5045213454093993e-09;3.141592653727092;3.4586966064496925e-09
223;3.141592653863137;3.0904037645471766e-09;3.1415926538686523;3.0422315122990328e-09
224;3.1415926540132566;2.603797208804353e-09;3.1415926540188672;2.5533028393879865e-09
225;3.1415926541721144;2.041766289305275e-09;3.141592654177793;1.9889794727623856e-09
226;3.14159265430251;1.6491408287579868e-09;3.1415926543017756;1.6368366372436967e-09
227;3.141592654383091;1.5653609165851499e-09;3.141592654382065;1.5524734254478012e-09
228;3.141592654460656;1.4766809958057574e-09;3.1415926544593025;1.4632362546638114e-09
229;3.1415926545347705;1.3834411143667221e-09;3.141592654533053;1.369469152844418e-09
230;3.1415926546050006;1.28598132021497e-09;3.1415926546028805;1.2715161479423272e-09
231;3.1415926546709123;1.1846416612974122e-09;3.1415926546683495;1.1697212679102291e-09
232;3.141592654732072;1.0797621855609717e-09;3.1415926547290236;1.064428540700825e-09
233;3.141592654788044;9.716829409525712e-10;3.141592654784468;9.559819942668179e-10
234;3.1415926548383957;8.607439754191217e-10;3.141592654834247;8.447256565608973e-10
235;3.1415926548826927;7.472853369075502e-10;3.141592654877924;7.310035555357695e-10
236;3.1415926549205;6.316470733647673e-10;3.141592654915064;6.151597191441247e-10
237;3.141592654951385;5.141692327376964e-10;3.1415926549452315;4.975381753386649e-10
238;3.1415926549749122;3.9519186297326067e-10;3.1415926549679902;3.7848295207209243e-10
239;3.141592654990648;2.7505501201837e-10;3.141592654982905;2.5833807729709645e-10
240;3.1415926549981585;1.540987278199524e-10;3.1415926549895397;1.3744757896638463e-10
241;3.1415926549970097;3.266305832491785e-11;3.1415926549874587;1.6155485032645326e-11
242;3.1415926549867668;-8.891194851981019e-11;3.1415926549762263;-1.051941765514184e-10
243;3.141592654966996;-2.1028624476730843e-10;3.141592654955407;-2.2625737783310424e-10
244;3.1415926549372633;-3.3111978247066694e-10;3.141592654924565;-3.466900908597229e-10
245;3.1415926548971345;-4.510725136829578e-10;3.1415926548832642;-4.661482876785674e-10
246;3.1415926548461757;-5.698043904572708e-10;3.14159265483107;-5.842879403369485e-10
247;3.1415926547839526;-6.869753648466828e-10;3.1415926547675457;-7.007650208821637e-10
248;3.141592654710031;-8.022453889042707e-10;3.1415926546922557;-8.152355013615108e-10
249;3.141592654672289;-9.016735128604531e-10;3.141592654665047;-9.106975241248286e-10
250;3.141592654658545;-9.882268879621397e-10;3.141592654651047;-9.963227711634652e-10
251;3.1415926546421846;-1.068935758526083e-09;3.1415926546344206;-1.0760228332124103e-09
252;3.1415926546231985;-1.1433403862642412e-09;3.141592654615158;-1.1493358612901158e-09
253;3.1415926546015784;-1.210981032888574e-09;3.14159265459325;-1.2158000064150362e-09
254;3.141592654577315;-1.2713979601110463e-09;3.141592654568687;-1.2749534196056317e-09
255;3.1415926545503994;-1.3241314296436167e-09;3.14159265454146;-1.3263342518803538e-09
256;3.1415926545208226;-1.3687217031982503e-09;3.14159265451156;-1.3694806542576627e-09
257;3.1415926544885755;-1.404709042486906e-09;3.1415926544789765;-1.403930777756012e-09
258;3.141592654453649;-1.4316337092215444e-09;3.1415926544437016;-1.429222773393857e-09
259;3.141592654416035;-1.4490359651141293e-09;3.141592654405725;-1.444894792189655e-09
260;3.1415926543757235;-1.4564560718766212e-09;3.141592654365038;-1.4504849851618618e-09
261;3.141592654332706;-1.4534342912209813e-09;3.1415926543216304;-1.4455315033289327e-09
262;3.1415926542869737;-1.4395108848591715e-09;3.141592654275494;-1.429572497709324e-09
263;3.1415926542385173;-1.4142261145031537e-09;3.141592654226619;-1.4021461193214923e-09
264;3.1415926541873285;-1.3771202418648877e-09;3.1415926541749957;-1.3627905191838917e-09
265;3.1415926541333974;-1.327733528656338e-09;3.141592654120615;-1.311043848314981e-09
266;3.1415926540767156;-1.265606236589462e-09;3.141592654063468;-1.2464442577332127e-09
267;3.141592654017274;-1.1902786273762233e-09;3.141592654003545;-1.168529898457044e-09
268;3.1415926539550636;-1.1012909627285865e-09;3.1415926539408363;-1.0768389215049345e-09
269;3.1415926538900756;-9.981835043585065e-10;3.141592653875333;-9.709094778953333e-10
270;3.141592653822301;-8.804965139779527e-10;3.1415926538070265;-8.502797186467045e-10
271;3.1415926537517307;-7.477702532988776e-10;3.1415926540447945;-1.0233027213802965e-09
272;3.1415926539822268;-9.680088870163617e-10;3.1415926539630012;-9.479219861697242e-10
273;3.1415926539038086;-8.938634146104749e-10;3.1415926538857972;-8.745211762240953e-10
274;3.14159265382998;-8.217143571852121e-10;3.1415926538131824;-8.031002915434054e-10
275;3.1415926537607413;-7.515617147405787e-10;3.1415926537451564;-7.336593321276589e-10
276;3.141592653696092;-6.834054872765701e-10;3.1415926536817196;-6.661982979768515e-10
277;3.1415926536360326;-6.172456747931887e-10;3.1415926536228715;-6.007171890909853e-10
278;3.141592653580563;-5.530822772904365e-10;3.141592653568613;-5.372160054700626e-10
279;3.141592653529683;-4.909152947683092e-10;3.1415926535189436;-4.756947471140788e-10
280;3.1415926534833924;-4.3074472722681075e-10;3.141592653473863;-4.1615341402303866e-10
281;3.141592653441692;-3.7257057466593754e-10;3.1415926534333716;-3.585920061969374e-10
282;3.141592653404581;-3.163928370856913e-10;3.141592653397469;-3.030105236357776e-10
283;3.1415926533720597;-2.622115144860742e-10;3.141592653366156;-2.4940896633956085e-10
284;3.141592653344128;-2.1002660686708217e-10;3.141592653339432;-1.9778733430828346e-10
285;3.141592653320786;-1.5983811422871903e-10;3.141592653317297;-1.4814562754194913e-10
286;3.1415926533020335;-1.116460365709811e-10;3.141592653299751;-1.004838460405543e-10
287;3.141592653287871;-6.545037389387023e-11;3.141592653286794;-5.480198980410076e-11
288;3.141592653278298;-2.1251126197388088e-11;3.141592653278426;-1.1100058832590025e-11
289;3.1415926532733147;2.0951706518468567e-11;3.1415926532746474;3.0621946873980985e-11
290;3.1415926532729213;6.115812425369673e-11;3.141592653275458;7.036402731560932e-11
291;3.1415926532771175;9.93681270082993e-11;3.1415926532808576;1.0812618249229785e-10
292;3.141592653285903;1.3558171478227474e-10;3.141592653290846;1.4390841240404504e-10
293;3.1415926532992784;1.6979888757562192e-10;3.1415926533054237;1.777107170508498e-10
294;3.1415926533145258;2.0251094683158253e-10;3.1415926533008234;2.137291373698809e-10
295;3.1415926532671032;2.4538460894991106e-10;3.141592653253912;2.5604799220603956e-10
296;3.1415926532215708;2.867498526586758e-10;3.1415926532088934;2.9686296176498097e-10
297;3.1415926531779284;3.266066779578763e-10;3.141592653165768;3.361740460467037e-10
298;3.141592653136176;3.649550848475106e-10;3.1415926531245346;3.7398124505120615e-10
299;3.1415926530963136;4.017950733275817e-10;3.1415926530851945;4.102845587784908e-10
300;3.141592653058341;4.371266433980867e-10;3.1415926530477467;4.4508398722855583e-10
301;3.1415926530222587;4.709497950590284e-10;3.141592653012192;4.783795304014028e-10
302;3.1415926529880664;5.032645283104051e-10;3.14159265297853;5.101711882970312e-10
303;3.141592652955764;5.340708431522161e-10;3.141592652946761;5.404589609154397e-10
304;3.1415926529253517;5.633687395844636e-10;3.1415926529168843;5.692428482566303e-10
305;3.1415926528968297;5.911582176071455e-10;3.1415926528889004;5.965228503206011e-10
306;3.141592652870197;6.174392772202636e-10;3.1415926528628098;6.22298967107354e-10
307;3.141592652845455;6.422119184238169e-10;3.1415926528386113;6.465711986168881e-10
308;3.141592652822603;6.654761412178049e-10;3.141592652816306;6.693395448492025e-10
309;3.141592652801641;6.872319456022287e-10;3.1415926527958935;6.906040058042989e-10
310;3.1415926527825686;7.074793315770873e-10;3.1415926527773737;7.103645814821757e-10
311;3.1415926527653864;7.262182991423818e-10;3.1415926527607465;7.286212718828343e-10
312;3.1415926527500946;7.434488482981117e-10;3.141592652746012;7.453740770062742e-10
313;3.1415926527366924;7.591709790442763e-10;3.1415926527331703;7.606229968524948e-10
314;3.1415926527251807;7.733846913808768e-10;3.1415926527222218;7.743680314214966e-10
315;3.1415926527155587;7.860899853079121e-10;3.1415926527131655;7.866091807132796e-10
316;3.1415926527078266;7.972868608253833e-10;3.1415926527060023;7.97346444727844e-10
317;3.1415926527019846;8.069753179332895e-10;3.141592652700732;8.065798234651896e-10
318;3.141592652698033;8.151553566316309e-10;3.141592652697354;8.14309316925316e-10
319;3.141592652695971;8.21826976920408e-10;3.141592652695869;8.205349251082238e-10
320;3.1415926526957993;8.269901787996199e-10;3.1415926526962767;8.252566480139127e-10
321;3.1415926526975175;8.306449622692676e-10;3.1415926526985776;8.284744856423828e-10
322;3.1415926527011258;8.327913273293503e-10;3.1415926527027707;8.301884379936341e-10
323;3.141592652706624;8.334292739798685e-10;3.141592652708857;8.303985050676666e-10
324;3.1415926527140123;8.325588022208221e-10;3.141592652716836;8.291046868644802e-10
325;3.1415926527232907;8.301799120522108e-10;3.141592652726707;8.263069833840751e-10
326;3.141592652734459;8.262926034740348e-10;3.1415926527384714;8.22005394626451e-10
327;3.1415926527475175;8.208968764862942e-10;3.141592652752129;8.161999205916079e-10
328;3.141592652762466;8.139927310889888e-10;3.1415926527676787;8.088905612795461e-10
329;3.1415926527793046;8.055801672821194e-10;3.1415926527851212;8.000773166902662e-10
330;3.141592652798033;7.956591850656847e-10;3.141592652804457;7.897601868237666e-10
331;3.1415926528186517;7.842297844396852e-10;3.141592652825685;7.779391716800482e-10
332;3.14159265284116;7.71291965404121e-10;3.141592652848806;7.646142712591111e-10
333;3.1415926528655587;7.568457279589922e-10;3.1415926528738196;7.49785485560955e-10
334;3.1415926528918474;7.408910721042996e-10;3.141592652900726;7.334528145855812e-10
